max_value,0.9802989717445779,0.9996818495148205,0.9986328421692238,0.981942309965717,0.9995665888131757
index_set,147,134,12,0,76
mean_value,0.6781247378562566,0.7339044525212584,0.6776542689305328,0.6873946124930478,0.6836006098578767

experiment,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
137,0.5806368203309693,0.695086258179655,0.6757542711741185,0.7070575718169996,0.7053262171876702,0.99785,0.0282721,0.176593,83,0.00159983,0.0366106,0.268517,33,2.73004,0.371711,0.00717589
138,0.672979555213741,0.8056300268096515,0.7034259749672456,0.8709605922248327,0.5941957638922242,0.996671,0.0224353,0.106175,59,0.00535539,0.016487,0.322196,82,1.7819,0.0876689,0.00588108
139,0.8701994252373073,0.891791637963012,0.8718830773909076,0.8666745464216064,0.8652572776961788,0.995637,0.0488202,0.15979,28,0.00773806,0.0396112,0.344113,22,1.54915,0.52635,0.00011149
140,0.5776829461039987,0.665642763831515,0.5552340612794984,0.6537915310075647,0.6259161397879903,0.988115,0.00892566,0.129301,60,0.00297665,0.0421559,0.313755,87,2.46838,0.476541,0.00142154
141,0.8618225134008338,0.8855970109982634,0.8906771940479805,0.8512986555923137,0.8502014040741167,0.985725,0.00729318,0.0264159,96,0.00223074,0.0463263,0.305102,55,2.19488,0.758761,0.00908689
142,0.1457055872389692,0.38113783485079733,1.520912547529063E-4,0.009066556769008915,0.0396063226960931,0.98113,0.043862,0.156872,100,0.00342577,0.0241361,0.42221,50,1.27966,0.1518,0.0073997
143,0.33105722372990165,0.3417255754939279,0.3117856295944984,0.3383853789034178,0.3275251977356556,0.987001,0.00116516,0.108279,99,0.00212239,0.0127898,0.254026,8,1.32308,0.182092,0.00926791
144,0.8492438962574977,0.8839224749199013,0.8695363736305395,0.84762345289657,0.8859280934449428,0.982734,0.0295049,0.0694258,57,0.00961906,0.0246675,0.457633,6,1.96201,0.63741,0.00477003
145,0.520758043190833,0.579706303345173,0.7870057244336968,0.7636171477640531,0.6756400907470426,0.982863,0.0177307,0.087459,4,0.00433451,0.0313548,0.405493,16,2.61471,0.230504,0.00604979
146,0.446874476286241,0.42696018951869186,0.3929272780689954,0.36998103741835553,0.3097163313747616,0.983116,0.00705577,0.0470876,27,0.00544978,0.0326891,0.13653,79,2.40215,0.126487,0.00300695
147,0.9802989717445779,0.9981998199819982,0.883182534786483,0.9542325000354897,0.8823557727021107,0.992865,0.00860552,0.293622,15,0.00120462,0.0450936,0.433116,10,1.77551,0.617685,0.000414244
148,0.11873513608737774,0.21397125125974648,0.13386066321874046,0.0,0.0,0.996279,0.0355025,0.0826176,13,0.00986271,0.016758,0.492283,24,1.81472,0.10144,0.00404996
149,0.6602055026534683,0.8125877763328999,0.5948788527542732,0.6633290611983338,0.5265097680244742,0.998585,0.0287638,0.200584,52,0.00207658,0.0474127,0.27788,64,2.33459,0.345947,0.00653668
