max_value,0.9926502756146645,0.9993639014047178,0.9986328421692238,0.9993502274204029,0.9994222018922888
index_set,21,19,19,46,46
mean_value,0.6741490894904016,0.701180560509238,0.6594071555499326,0.66302232987287,0.6574104100712871

experiment,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
58,0.5617599917274184,0.5295786516853933,0.5321407250761401,0.5875937760489025,0.5872882356413435,0.986173,0.00755185,0.0603423,73,0.00199928,0.0470163,0.495641,57,1.07392,0.204582,0.00539176
59,0.8776203496561439,0.8872779037275268,0.8779533540986098,0.8418151754547125,0.874576352666875,0.988037,0.0298609,0.231208,73,0.00322356,0.0117607,0.278913,58,0.47771,0.444822,0.0031019
60,0.8797880656649005,0.8852207090244291,0.8718830773909076,0.8934460138289699,0.8827381955647589,0.994705,0.0457962,0.116408,18,0.00300202,0.0253287,0.322678,79,2.34228,0.702097,0.00121217
61,0.8683088171294282,0.891791637963012,0.8718830773909076,0.8733674132734472,0.8760925573667863,0.995363,0.0342985,0.214101,99,0.00266613,0.0223457,0.128963,96,0.60633,0.3808,0.00700923
62,0.462507716329569,0.5456278943067284,0.5887897710377639,0.5342465753424658,0.4556385736380073,0.995821,0.0232835,0.0745574,32,0.00824475,0.0376298,0.478254,36,2.95221,0.356503,0.0076892
63,0.8743202416918429,0.9978828137405388,0.8718830773909076,0.8931293200212678,0.8887418493299006,0.992296,0.0385636,0.149231,16,0.00133483,0.0297899,0.278429,68,0.447904,0.723204,0.0096478
64,0.6613833746898263,0.7597732521520051,0.5916830307964941,0.585080325624955,0.6104792229253153,0.994316,0.0203429,0.204396,47,0.00452353,0.0417738,0.372829,74,2.65854,0.451444,0.00958717
65,0.8535434397910171,0.8763048838063264,0.8695034116755118,0.928646934460888,0.8850365400742781,0.981536,0.0197536,0.277242,82,0.000898581,0.0395139,0.331213,11,0.997063,0.543468,0.00334826
66,0.8648506612945608,0.8923590858476059,0.8722809552783694,0.8719115734720416,0.8759665646905789,0.997852,0.0349364,0.16716,37,0.0070865,0.0147092,0.435284,19,1.50853,0.758239,0.00888958
67,0.8496745837207337,0.9644777365975884,0.8695363736305395,0.8893464321430673,0.8858218619598062,0.982886,0.0277639,0.211227,12,0.00914177,0.0438864,0.141903,42,1.03263,0.494373,0.00695237
68,0.06654914059056849,0.17816793083328908,0.0,0.0,0.0,0.998378,0.0352015,0.0989087,66,0.00417189,0.0497472,0.245806,32,1.62956,0.0883525,0.00213356
69,0.6284002009617455,0.6325787379448329,0.4127442780016729,0.5608858814490869,0.48428028860280115,0.995592,0.026717,0.247427,43,0.00511924,0.0317875,0.46585,39,2.32038,0.179544,0.00988824
70,0.7936532810969638,0.9814670206673954,0.6364154167457756,0.7171046390285551,0.7683842649414407,0.980889,0.0263512,0.062075,83,0.00574862,0.0455187,0.102267,99,0.588065,0.160047,0.00199743
71,0.866689484042098,0.8354418690553145,0.7515263424367871,0.8066805399925298,0.8037995343067917,0.991583,0.0278684,0.0315989,27,0.00101668,0.0284502,0.16798,2,1.64674,0.430485,0.00562252
72,0.8707126278689934,0.9908999523834717,0.8381904222469898,0.9552525338076282,0.888613563644237,0.989438,0.0106181,0.249605,76,0.000658666,0.0167038,0.183453,99,1.10178,0.788339,0.00756437
73,0.9678795376018428,0.991767274257608,0.9505838123124751,0.9503560043254174,0.9969739907298446,0.98782,0.00220342,0.0401781,46,0.0067098,0.0152117,0.247202,60,1.96222,0.627361,0.0051275
74,0.47146816841920014,0.38025778390707055,0.4520839671432918,0.734365764274737,0.5179823187917039,0.998714,0.0427965,0.258121,8,0.00146245,0.0178016,0.121499,48,2.10066,0.402297,0.00357823
75,0.9470344360775024,0.885317481193119,0.8906771940479805,0.8902891466933631,0.8799414348462664,0.98506,0.0359841,0.0259193,83,0.0038787,0.0182837,0.271114,76,1.4252,0.613809,0.00833064
76,0.46723026701263914,0.3727794546984017,0.4450054288816504,0.30544370505375884,0.05852248495474577,0.980818,0.033083,0.155735,68,0.00745793,0.0149693,0.389651,64,1.91801,0.12536,0.00369115
77,0.8743428594015574,0.8830875793671616,0.8761561789234269,0.9899356348741954,0.8461115565227351,0.981776,0.0169737,0.0636962,22,0.00269931,0.0314507,0.325953,18,0.334557,0.584825,0.00980331
78,0.8687177694257495,0.9993639014047178,0.8920994601171014,0.866828230287268,0.8897694698046396,0.997153,0.00732181,0.254475,67,0.00520105,0.0271527,0.221609,86,0.581097,0.548957,0.00204133
79,0.7858878739629599,0.8300907231632493,0.8491777811458018,0.8161562737420373,0.780168527098038,0.981906,0.0365177,0.252673,5,0.00777914,0.0442096,0.354938,46,0.633653,0.0607477,0.00582224
80,0.8659229907830132,0.8906589044720825,0.8781534954407295,0.8656002833195608,0.8688193258102548,0.991012,0.040896,0.15892,30,0.00941871,0.0397135,0.189498,49,0.874254,0.504156,0.00760692
81,0.8074946990702985,0.8493723849372385,0.8065792249806597,0.8132013550709295,0.880956385918539,0.987591,0.0300934,0.161729,91,0.00138981,0.0485164,0.22629,20,1.99908,0.590729,0.00249883
82,0.3104944100058842,0.30280836164181146,0.26203371083220817,0.2688202369933701,0.24710192589858904,0.980611,0.00315088,0.2808,56,0.00850188,0.0496442,0.29034,31,1.15585,0.0669791,0.0043822
83,0.8588210166595472,0.8864366605214643,0.8710884095397236,0.8640702333254773,0.8739461484879782,0.987404,0.043789,0.214722,96,0.00445648,0.0219732,0.491,52,2.29768,0.692501,0.00860029
84,0.7066649360763191,0.820730486265291,0.5567942406436928,0.696101224594748,0.6262263868891669,0.989636,0.0141011,0.190165,87,0.00243686,0.0435361,0.49316,33,2.54773,0.621484,0.00104847
85,0.5653842320342868,0.5978174075059888,0.6145939889911832,0.45434965034965036,0.5886215898418146,0.988247,0.0122266,0.171169,46,0.00015391,0.0135174,0.144068,40,1.80588,0.251965,0.000655111
86,0.8492438962574977,0.8836440010501444,0.8695034116755118,0.889503412567663,0.8854184145552173,0.982531,0.0128896,0.118456,17,0.00831553,0.0400242,0.451909,40,1.53499,0.573951,0.00723112
87,0.9828467469462011,0.891791637963012,0.856444136219294,0.9623846296059274,0.857066617165928,0.993762,0.022607,0.0362445,13,0.000180806,0.0350738,0.223538,44,0.916875,0.365028,0.00347509
88,0.0,0.13313531003023393,0.13396965433319385,0.060669548666951956,0.009409926691503423,0.987175,0.0404349,0.289491,78,0.00791941,0.0478889,0.308234,77,2.4863,0.298296,0.0057448
89,0.8655235442597267,0.891791637963012,0.89189600121636,0.8934460138289699,0.8893838337627314,0.994948,0.013495,0.239457,54,0.00760852,0.0387069,0.259784,26,1.38249,0.725735,0.00150537
90,0.8588893671975893,0.8906589044720825,0.8714855623100304,0.8656002833195608,0.8688193258102548,0.990776,0.0415475,0.173407,62,0.00723755,0.0366284,0.17446,55,2.18728,0.791939,0.000860886
91,0.7331067351387298,0.7348462404455769,0.8290975998422894,0.7633706175392424,0.8173882681564246,0.985629,0.0230892,0.12007,31,0.000879939,0.0493988,0.103813,52,2.06608,0.42668,0.00277515
92,0.3480007975337801,0.34397321632198796,0.3320181059463009,0.3574250522891006,0.3407355119897236,0.988897,0.00279078,0.293217,23,0.00969932,0.0115785,0.304211,61,1.75085,0.192741,0.0019178
93,0.6462793068297655,0.8225208324244143,0.6622836371271472,0.6852140898544611,0.6248963778781573,0.992508,0.0144145,0.260143,57,0.0031585,0.0236654,0.105543,58,2.20684,0.521834,0.000495297
94,0.14481546572934978,0.052428109940157785,0.15605168155044646,0.0,0.053910647981794235,0.989126,0.0494526,0.102528,7,0.00555808,0.0362509,0.474027,42,2.57269,0.0559273,0.00305555
95,0.9042021010505252,0.9965114435223849,0.8485516487520496,0.8920226575407127,0.8882289287002525,0.989919,0.0151913,0.0930989,2,0.00982237,0.0414354,0.210461,46,0.980915,0.527873,0.000545976
96,0.853135873716371,0.8844799495453829,0.870691618584877,0.8766409607346795,0.8729397087401933,0.984403,0.0455793,0.138198,61,0.00531288,0.012452,0.151477,43,1.23703,0.644844,0.0091631
97,0.5783636115284797,0.5411856194293234,0.4971188227066321,0.5597367242151694,0.5730144560271843,0.982593,0.0113499,0.106669,40,0.00218519,0.0327628,0.269464,87,2.62188,0.319388,0.000225352
98,0.5659507181446831,0.5838983050847457,0.6354133182466923,0.6332306732680988,0.646905833969993,0.982256,0.0179722,0.278082,79,0.00928332,0.0133315,0.340335,71,2.39733,0.26089,0.00170309
99,0.5888751965325287,0.4873507101355713,0.46803148213654056,0.3627641959676634,0.3783683694586646,0.996554,0.0269029,0.109431,89,0.00955095,0.0107984,0.200732,65,2.68248,0.239787,0.00860593
100,0.6624688203443451,0.7570877841137258,0.5981888867817182,0.6640909276748845,0.6265565541251721,0.984909,0.0223194,0.18536,65,0.00604788,0.0290422,0.416681,17,2.22916,0.323433,0.00967672
101,0.8645824374301195,0.889529044875522,0.8912861809617868,0.8645286800683841,0.8684432045022727,0.989265,0.0407112,0.287312,70,0.00509333,0.0344217,0.319969,50,0.957205,0.599646,0.00499879
102,0.8488136451912522,0.8833657025877907,0.8695034116755118,0.8891895071168098,0.8468681217901688,0.982306,0.024298,0.165322,21,0.00767807,0.0410157,0.20663,9,1.04031,0.733453,0.0092352
103,0.0,0.13313531003023393,0.13386066321874046,0.0,0.0,0.996266,0.0353398,0.127048,93,0.00812529,0.021681,0.386207,28,2.06134,0.212596,0.00820868
104,0.7448944924691405,0.7637431638646952,0.664621057483374,0.7655292676029786,0.6951538533923026,0.993418,0.0183472,0.153125,44,0.000740471,0.0347741,0.2351,81,1.81239,0.335763,0.0013505
105,0.8287538282362076,0.9203150274455729,0.8913522969272893,0.8073267115240842,0.8224001141891972,0.998044,0.029074,0.136146,39,0.00122606,0.0407532,0.404027,21,1.28245,0.268985,0.00729179
106,0.6141302493774093,0.6333671041161086,0.584183764178786,0.5079712683952348,0.5822590436738921,0.986258,0.0338066,0.240727,84,0.00424236,0.0192035,0.301944,5,1.60163,0.244124,0.00738704
107,0.8449609145162646,0.8820692908433356,0.8689105235245094,0.8613297309996476,0.8645756015802706,0.980017,0.0464703,0.273547,60,0.00560014,0.0449148,0.36761,89,0.886272,0.378067,0.000725035
108,0.820683550150104,0.8946795886075949,0.6880699544036477,0.7507945967421533,0.8223755983524434,0.987897,0.0315629,0.111714,97,0.00966723,0.0309275,0.425016,15,1.86437,0.537634,0.00712057
109,0.8548400708920584,0.8833657025877907,0.8688611526733461,0.8458450477669143,0.8854184145552173,0.982074,0.00805834,0.29581,72,0.00253665,0.0415276,0.357998,95,1.08313,0.679867,0.00618708
110,0.3100502069937462,0.42659717286582954,0.24566737610215872,0.0658347485786015,0.2810170185602274,0.991262,0.0390827,0.089254,87,0.00581777,0.0390628,0.449075,62,2.40691,0.418186,0.002963
111,0.8316619190697312,0.7992213570634038,0.6962063539994596,0.7113267400634447,0.8205625501115998,0.992547,0.0370603,0.271811,38,0.00935505,0.0472421,0.380804,7,1.54532,0.284345,0.00447959
112,0.8130821945914892,0.9917933610395075,0.825267304445695,0.7506827548537663,0.782002235213205,0.987326,0.0307925,0.275731,35,0.0049581,0.0203172,0.169653,81,0.730366,0.0784318,0.00847008
113,0.5937779221834132,0.595765523779428,0.5582558100947977,0.6584644073293335,0.7434942240530134,0.991063,0.00989717,0.219564,54,0.00487363,0.0141314,0.265903,83,1.48407,0.346673,0.00424523
114,0.0,0.0,0.0,0.0,0.0,0.984682,0.0482523,0.222935,75,0.00474685,0.0322064,0.232184,17,2.65572,0.166887,0.0036226
115,0.8501057082452431,0.8844799495453829,0.889799014031096,0.8491827220131438,0.8482294585036513,0.98347,0.0110987,0.083175,26,0.00736444,0.0164201,0.315698,32,0.530506,0.385595,0.00263941
116,0.775196207941565,0.8824393057521892,0.8892594557720003,0.8446753827243267,0.8649483795242772,0.981515,0.0284511,0.196363,91,0.00888727,0.0263599,0.131763,15,1.11831,0.672037,0.00938529
117,0.8788720173535791,0.891791637963012,0.9587632624785795,0.8610074892502206,0.8893838337627314,0.994311,0.00536102,0.13418,55,0.00659782,0.0294394,0.250598,51,0.310212,0.659,0.0047114
118,0.8561406474516102,0.8839224749199013,0.8704933586337761,0.8893464321430673,0.8791817549581524,0.983175,0.0477243,0.110385,41,0.00184016,0.0214529,0.216302,55,1.76941,0.589436,0.00162466
119,0.8870211102423768,0.984182501566089,0.942694796465253,0.9675030381013654,0.9747695920164368,0.983582,0.00399028,0.0486073,5,0.000278832,0.0393033,0.274426,4,0.698839,0.771484,0.0080256
120,0.6518264409846571,0.8256390129029093,0.7705238346307726,0.7348649694963222,0.8044297319075724,0.996378,0.0273796,0.0811257,18,0.000405001,0.0383758,0.194298,48,1.49626,0.410586,0.00594928
121,0.7876986439755993,0.7547750756705981,0.7260108816619266,0.7902374320201618,0.628226488606362,0.986486,0.0188656,0.125598,96,0.00111448,0.0427289,0.327108,13,2.13572,0.0731752,0.00319633
122,0.8752268210489933,0.8915081845632251,0.8852250266078759,0.8934460138289699,0.8889985318539556,0.993056,0.0166317,0.0660459,4,0.00914941,0.0170383,0.198465,68,1.01511,0.68814,0.00487915
123,0.8492438962574977,0.8833657025877907,0.869173929518757,0.8625455828726032,0.8719355843657888,0.982704,0.0319975,0.227134,35,0.00710476,0.0233151,0.481537,14,0.654298,0.506805,0.00867734
124,0.5876040909853015,0.6586734005435935,0.6757226836371482,0.5812755148326227,0.5719885872244809,0.992019,0.0194296,0.220535,90,0.00309914,0.0477302,0.379329,53,2.30666,0.21533,0.0050535
125,0.8406506764046808,0.9172423859102851,0.9684559432833072,0.9633573441904165,0.9601156403584851,0.980681,0.00145526,0.245307,98,0.00863285,0.0302126,0.165555,41,0.541475,0.392854,0.00441144
126,0.36779416751441163,0.37258697496817994,0.3459081229084271,0.0,0.0,0.996649,0.0428315,0.186384,15,0.00651918,0.0249091,0.148646,59,1.19388,0.170439,0.00796313
127,0.6030540652084193,0.5117374420643868,0.44045932725178005,0.5805977173785151,0.6145457960161046,0.988384,0.0485844,0.297024,48,0.00160719,0.0275951,0.498347,60,2.50946,0.518037,0.00631638
128,0.5584234266485286,0.5251537950399761,0.3496454553826319,0.46183546183546187,0.4115800737129949,0.984169,0.032629,0.255791,63,0.00445211,0.0437505,0.471026,56,1.93624,0.159571,0.00454003
129,0.7197884530630234,0.700591182630365,0.8374002108751318,0.7622874806800618,0.7589473928050221,0.980292,0.0326979,0.0740121,6,0.00226386,0.0160816,0.154068,69,1.67388,0.101538,0.00144543
130,0.5814391065521531,0.8226854861175597,0.5546974969132339,0.681913478422817,0.651192185659378,0.99267,0.0190183,0.133072,52,0.00192811,0.0428903,0.117542,7,2.9867,0.312866,0.000956404
131,0.8057470343058672,0.8872779037275268,0.8912861809617868,0.8539795514884483,0.8877165997740873,0.987667,0.017055,0.0880544,74,0.00279744,0.0329821,0.254994,66,0.360621,0.399924,0.00545089
132,0.6411644412366173,0.7575136612021858,0.7389711228080379,0.7994046283061439,0.8161889033069876,0.99823,0.00636953,0.197919,61,0.00399374,0.0258413,0.156129,90,0.735456,0.0929402,0.00330507
133,0.8570098993146629,0.9803192881444648,0.8702951889512824,0.8899746865249897,0.8481612877300543,0.983836,0.009728,0.16208,11,0.00857142,0.012672,0.430605,47,0.443567,0.783846,0.00903012
134,0.8548771154009694,0.885317481193119,0.870691618584877,0.8501138695982231,0.8865660178095672,0.98507,0.0104066,0.247978,50,0.0063207,0.026197,0.179096,95,0.943497,0.646228,0.0048311
135,0.7401292443315528,0.7419567202531376,0.6753957119981862,0.7004831974112863,0.7130611125262065,0.990388,0.0246698,0.217614,99,0.00692943,0.0193476,0.427364,34,2.47692,0.371833,0.00997862
136,0.4476721050537207,0.4506126675487545,0.4707697651428113,0.5730780382735482,0.5721746010813662,0.998831,0.013773,0.1891,94,0.00283502,0.0482663,0.30618,24,2.94064,0.080601,0.00932372
