max_value,0.8266613290632506
clusters_found,10
index_set,369
mean_value,0.5605906058179877

experiment,pendigits_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs,push_rate,supervision_rate
433,0.8069121964238057,0.822052,0.0475002,0.151802,10,0.00686527,0.901905,0.0861282,0.494078,7,7.92704,0.314462
434,0.484520950093408,0.815841,0.0927356,0.0855094,27,0.00204217,0.795273,0.0755321,0.293018,49,10.3658,0.0818465
435,0.6172938350680545,0.828551,0.0351321,0.202766,23,0.00437836,0.33923,0.0207157,0.313015,30,10.2973,0.0475322
436,0.6176941553242594,0.867946,0.0156499,0.280844,49,0.00288993,0.905116,0.0583658,0.195271,67,8.80058,0.260877
437,0.5350947424606352,0.848001,0.0731183,0.251158,24,0.00884481,0.796621,0.0231559,0.390255,35,10.9403,0.180915
438,0.28929810515078724,0.874925,0.0976627,0.0345542,9,0.00149018,0.555287,0.061737,0.226266,40,3.2333,0.0170614
439,0.4851881505204163,0.861742,0.0753562,0.185748,14,0.00323939,0.261335,0.052846,0.167364,55,10.8996,0.366688
440,0.4879903923138511,0.812115,0.0769704,0.359664,24,0.00692115,0.597758,0.0414749,0.384803,4,7.35978,0.252969
441,0.5337603416066186,0.821344,0.0668352,0.187049,51,0.00972487,0.479609,0.0185343,0.447092,32,12.7072,0.0974118
442,0.39551641313050445,0.841976,0.0986747,0.39887,25,0.00105745,0.734436,0.0375678,0.424447,88,8.2008,0.110493
443,0.4488924472911663,0.803455,0.0839986,0.159522,45,0.00330986,0.578585,0.0228706,0.104192,29,8.37276,0.312696
444,0.38564184681078195,0.831235,0.0969122,0.454489,46,0.00268797,0.239646,0.0717548,0.346095,6,8.0153,0.27242
445,0.3819055244195356,0.851598,0.0946059,0.125445,58,0.00559972,0.125174,0.0501515,0.428844,38,12.4543,0.292638
446,0.2941019482252468,0.800411,0.0839374,0.301046,42,0.00923208,0.502511,0.0576433,0.219299,76,8.48944,0.0803853
447,0.4653055777955698,0.873742,0.0684155,0.0167695,73,0.00832674,0.148555,0.0199248,0.489703,81,4.82152,0.0515145
448,0.4701094208700294,0.803755,0.092915,0.146528,8,0.00631368,0.801802,0.0546549,0.0178927,82,8.24097,0.0137143
449,0.6050173472111022,0.868628,0.0464787,0.0125832,80,0.000527056,0.466995,0.031004,0.403888,57,12.608,0.0227145
450,0.6423805711235655,0.807293,0.0279337,0.126299,45,0.00792433,0.219671,0.0248228,0.177237,66,6.12065,0.264751
451,0.6207632772884975,0.822854,0.0620697,0.0858392,49,0.00297795,0.746328,0.0823444,0.197964,50,12.5667,0.276586
452,0.7129703763010409,0.83601,0.0315353,0.123531,54,0.00152151,0.469085,0.0987498,0.203099,93,11.8386,0.351034
453,0.5663197224446224,0.851804,0.0158273,0.19811,62,0.00188935,0.898148,0.0142717,0.100496,51,10.2607,0.304334
454,0.7906325060048038,0.804799,0.0605686,0.156313,46,0.00276084,0.813088,0.0915045,0.257789,24,6.15149,0.251995
455,0.38337336535895383,0.876028,0.0670763,0.121078,77,0.00782791,0.185271,0.023528,0.438122,56,11.9884,0.330087
456,0.392981051507873,0.845574,0.075715,0.402969,76,0.00236666,0.566621,0.0428396,0.0884935,8,9.99115,0.0937123
457,0.19215372297838273,0.877753,0.0990234,0.444542,18,0.001693,0.89062,0.0222605,0.246834,77,5.2332,0.377674
458,0.7806244995996797,0.81314,0.0448227,0.0134153,62,0.00382101,0.53478,0.0790241,0.277695,7,11.4481,0.29877
459,0.6200960768614892,0.810767,0.0477346,0.182989,88,0.00882488,0.910494,0.068193,0.012186,24,12.4985,0.0555442
460,0.6319722444622364,0.869334,0.0189277,0.490351,13,0.00751463,0.55281,0.0273219,0.0187649,88,4.44487,0.176987
461,0.6374432879637043,0.849967,0.0388447,0.019486,9,0.00927763,0.297402,0.0625204,0.421669,15,10.6099,0.228355
462,0.3957832933013077,0.878411,0.0890987,0.224057,4,0.00235664,0.832558,0.048944,0.152101,94,9.20728,0.155298
463,0.6539898585535096,0.838336,0.0511612,0.266409,48,0.00577097,0.170923,0.0300424,0.439913,83,11.0206,0.131093
464,0.10408326661329059,0.873173,0.0983183,0.0569147,58,0.00996889,0.0718452,0.0352042,0.350135,33,12.8598,0.238155
465,0.4675740592473979,0.873586,0.07807,0.130572,16,0.00605596,0.275857,0.0853948,0.166217,71,11.7401,0.334598
466,0.566453162530024,0.86601,0.0223255,0.388726,97,0.000309985,0.399176,0.019383,0.357077,25,10.2928,0.117224
467,0.5834000533760342,0.852654,0.060748,0.301602,14,0.00742943,0.325236,0.0523495,0.0401864,58,4.74675,0.0468129
468,0.4675740592473979,0.851171,0.072465,0.252515,53,0.00418856,0.612771,0.0262792,0.358884,13,13.3249,0.0251081
469,0.6801441152922338,0.875849,0.0269976,0.0179994,94,0.00502177,0.82685,0.0611728,0.25661,75,10.8812,0.248316
470,0.7088337336535895,0.847907,0.0294159,0.131469,17,0.00329296,0.583163,0.0364704,0.00248442,58,7.26426,0.335927
471,0.7145716573258607,0.823067,0.050802,0.0423496,97,0.00974791,0.346348,0.05599,0.310412,52,10.7303,0.235688
472,0.5419001868161195,0.864391,0.0678555,0.393414,94,0.00902069,0.855828,0.0693728,0.444886,49,9.9672,0.223948
473,0.7260475046704029,0.80889,0.0291627,0.427127,78,0.00584419,0.495009,0.0935439,0.340055,12,4.84478,0.356345
474,0.6361088871096878,0.877907,0.0436227,0.127361,57,0.00644706,0.0581802,0.0164125,0.0574503,92,4.37019,0.231291
475,0.39751801441152923,0.815531,0.0890101,0.38771,89,0.00215922,0.488663,0.0402476,0.361767,8,12.6729,0.0375945
476,0.7504670402989058,0.860551,0.0440695,0.3644,67,0.00307242,0.301516,0.0708866,0.285453,31,14.3506,0.301997
477,0.3921804109954631,0.825793,0.0787282,0.302636,14,0.00416717,0.521546,0.0879883,0.315937,90,3.45234,0.14266
478,0.7296503869762476,0.81233,0.0461434,0.160168,92,0.00909348,0.831466,0.0247291,0.235481,17,8.85185,0.307063
479,0.20656525220176136,0.835635,0.0924796,0.107081,91,0.00264124,0.54802,0.0471355,0.21103,81,6.08148,0.0150455
480,0.5577795569789165,0.841198,0.0635046,0.253601,39,0.00830852,0.0609836,0.0298419,0.0891697,74,7.3435,0.147698
481,0.29717107018948496,0.863693,0.0898974,0.208109,80,0.00249129,0.171732,0.0498447,0.438572,84,8.0868,0.285914
482,0.596610621830798,0.858224,0.0240243,0.329853,51,0.00681701,0.772176,0.0816809,0.258723,86,14.4458,0.229496
483,0.6531892180410995,0.846791,0.0341576,0.379854,19,0.00564004,0.661855,0.0338806,0.173342,24,6.67725,0.101513
484,0.5824659727782227,0.805947,0.0336779,0.106303,30,0.00290531,0.728273,0.0274655,0.45635,77,12.1959,0.119924
485,0.753135842006939,0.802586,0.0561756,0.0749997,44,0.00179889,0.320584,0.0844437,0.305222,92,5.06901,0.228598
486,0.199759807846277,0.87923,0.0788679,0.481212,50,0.00652082,0.279908,0.0983929,0.398133,78,4.12648,0.200157
487,0.5524419535628503,0.84351,0.0230488,0.401989,86,0.00146638,0.974567,0.0819184,0.418639,62,9.89856,0.151141
488,0.6427808913797705,0.845913,0.0286596,0.224776,59,0.00453469,0.431498,0.0794865,0.114618,97,3.0184,0.128206
489,0.10408326661329059,0.869686,0.0957107,0.460106,83,0.00771227,0.36723,0.095175,0.0782546,53,4.53849,0.183993
490,0.4802508673605551,0.861958,0.0576135,0.280357,55,0.00433367,0.724394,0.0112954,0.496547,69,7.73177,0.0165636
491,0.19855884707766214,0.870829,0.0886406,0.450643,72,0.00430391,0.792566,0.0786253,0.169412,19,9.48271,0.283579
492,0.46704029890579135,0.834976,0.0887484,0.156778,7,0.00932619,0.429311,0.0466932,0.429807,81,8.46073,0.30389
493,0.7235121430477716,0.84106,0.0537449,0.413855,84,0.000639811,0.104793,0.0881726,0.120588,64,14.9012,0.0439248
494,0.7072324526287697,0.843127,0.0367176,0.0765385,56,0.00339664,0.0446253,0.0651828,0.478973,51,9.59431,0.179066
495,0.5926074192687483,0.876851,0.0261561,0.285783,3,0.00635333,0.557613,0.0751287,0.213472,11,13.6181,0.0454024
496,0.3909794502268481,0.858511,0.0779648,0.0896409,47,0.00155927,0.653186,0.0713109,0.3333,19,12.81,0.34973
497,0.4901254336802775,0.820543,0.0935042,0.0337457,11,0.00813419,0.625464,0.0513807,0.361028,85,9.87706,0.30951
498,0.38137176407792905,0.80812,0.0878093,0.278102,19,0.00716246,0.986189,0.0447827,0.0977304,20,14.567,0.259591
499,0.6922871630637843,0.818182,0.020828,0.245184,14,0.00103223,0.15402,0.0769608,0.29588,71,13.2268,0.350388
